parent_opeid,opeid,state,school_name,loc_name,addr_verif,lat,lon
119900,119900,CA,FOOTHILL COLLEGE,FOOTHILL COLLEGE - MAIN CAMPUS,"12345 El Monte Road, Los Altos Hills, CA 94022",37.3679043,-122.1138718
120100,120100,CA,FULLERTON COLLEGE,FULLERTON COLLEGE,"321 East Chapman Avenue, Fullerton, CA 92832",33.8765758,-117.918401
120200,120200,CA,GAVILAN COLLEGE,GAVILAN COLLEGE - MAIN CAMPUS,"5055 Santa Teresa Boulevard, Gilroy, CA 95020",36.9666134,-121.562
120200,120201,CA,GAVILAN COLLEGE,GAVILAN COLLEGE - HOLLISTER BRIGGS SITE,"365 Fourth Street, Hollister, CA 95023",36.8522555,-121.4028468
120200,120204,CA,GAVILAN COLLEGE,GAVILAN COLLEGE - SAN MARTIN AIRPORT,"13021 Murphy Avenue, San Martin, CA 95046",37.0819131,-121.598622
120200,120205,CA,GAVILAN COLLEGE,GAVILAN COLLEGE - COYOTE VALLEY CENTER,"560 Bailey Ave, San Jose, CA 95141",37.1909381,-121.7498005
120300,,CA,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - GARFIELD CAMPUS,"1122 East Garfield Avenue, Glendale, CA 91205",34.1358942,-118.2410928
120300,120300,CA,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - MAIN CAMPUS,"1500 North Verdugo Road, Glendale, CA 91208",34.1674122,-118.2286772
120300,,CA,GLENDALE COMMUNITY COLLEGE,GLENDALE COMMUNITY COLLEGE - PROFESSIONAL DEVELOPMENT CENTER,"2340 Honolulu Avenue, Montrose, CA 91020",34.2057547,-118.2298117
120600,120600,CA,GOLDEN WEST COLLEGE,GOLDEN WEST COLLEGE,"15744 Golden West Street, Huntington Beach, CA 92647",33.7325619,-118.0046404
120800,120800,CA,GROSSMONT COLLEGE,GROSSMONT COLLEGE,"8800 Grossmont College Drive, El Cajon, CA 92020",32.8167823,-117.0062922
120900,,CA,HARTNELL COMMUNITY COLLEGE,HARTNELL COMMUNITY COLLEGE - SOLEDAD CENTER,"1505 Metz Road, Soledad, CA 93960",36.4270133,-121.3149185
120900,120900,CA,HARTNELL COMMUNITY COLLEGE,HARTNELL COMMUNITY COLLEGE - MAIN CAMPUS,"411 Central Avenue, Salinas, CA 93901",36.6736617,-121.6684362
120900,120901,CA,HARTNELL COMMUNITY COLLEGE,HARTNELL COMMUNITY COLLEGE - KING CITY CENTER,"117 N Second St, King City, CA 93930",36.2139971,-121.1257059
120900,120902,CA,HARTNELL COMMUNITY COLLEGE,HARTNELL COMMUNITY COLLEGE - ALISAL CAMPUS,"1752 East Alisal Street, Salinas, CA 93901",36.6709712,-121.6053556
121400,121400,CA,IMPERIAL VALLEY COLLEGE,IMPERIAL VALLEY COLLEGE,"380 East Aten Road, Imperial, CA 92251",32.82587,-115.505147
121700,121700,CA,LASSEN COLLEGE,LASSEN COLLEGE,"478-200 Highway 139, Susanville, CA 96130",40.429826,-120.63056
121900,121900,CA,LONG BEACH CITY COLLEGE,LONG BEACH CITY COLLEGE - MAIN CAMPUS,"4901 East Carson Street, Long Beach, CA 90808",33.8327926,-118.134784
121900,121901,CA,LONG BEACH CITY COLLEGE,LONG BEACH CITY COLLEGE - PACIFIC COAST CAMPUS,"1305 East Pacific Coast Highway, Long Beach, CA 90806",33.7900531,-118.1721129
122300,122300,CA,LOS ANGELES CITY COLLEGE,LOS ANGELES CITY COLLEGE,"855 North Vermont Avenue, Los Angeles, CA 90029",34.0865467,-118.2930592
122400,122400,CA,LOS ANGELES HARBOR COLLEGE,LOS ANGELES HARBOR COLLEGE,"1111 Figueroa Place, Wilmington, CA 90744",33.7836063,-118.2838151
122600,122600,CA,LOS ANGELES PIERCE COLLEGE,LOS ANGELES PIERCE COLLEGE,"6201 Winnetka Avenue, Woodland Hills, CA 91371",34.1854252,-118.5734981
122700,122700,CA,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES TRADE-TECHNICAL COLLEGE,"400 West Washington Boulevard, Los Angeles, CA 90015",34.0325515,-118.2697468
122800,122800,CA,LOS ANGELES VALLEY COLLEGE,LOS ANGELES VALLEY COLLEGE,"5800 Fulton Avenue, Valley Glen, CA 91401",34.1752206,-118.4151579
123200,123202,CA,AMERICAN RIVER COLLEGE,AMERICAN RIVER COLLEGE - MCCLELLAN CENTER,"5146 Arnold Avenue, McClellan, CA 95652",38.6612093,-121.3836437
123200,,CA,AMERICAN RIVER COLLEGE,AMERICAN RIVER COLLEGE - MATHER CENTER,"10150 Missile Way, Mather, CA 95655",38.5588193,-121.3149335
123200,123200,CA,AMERICAN RIVER COLLEGE,AMERICAN RIVER COLLEGE - MAIN CAMPUS,"4700 College Oak Drive, Sacramento, CA 95841",38.6507776,-121.3444463
123200,123201,CA,AMERICAN RIVER COLLEGE,AMERICAN RIVER COLLEGE - NATOMAS CENTER,"2421 Del Paso Road, Sacramento, CA 95835",38.6571777,-121.5174627
123300,123302,CA,SACRAMENTO CITY COLLEGE,SACRAMENTO CITY COLLEGE - WEST SACRAMENTO CENTER,"1115 West Capitol Ave, West Sacramento, CA 95691",38.5810954,-121.5232441
123300,123301,CA,SACRAMENTO CITY COLLEGE,SACRAMENTO CITY COLLEGE - DAVIS CENTER,"1720 Jade Street, Davis, CA 95616",38.540842,-121.7721184
123300,123300,CA,SACRAMENTO CITY COLLEGE,SACRAMENTO CITY COLLEGE - MAIN CAMPUS,"3835 Freeport Boulevard, Sacramento, CA 95822",38.5415908,-121.4887605
123700,123700,CA,MERCED COMMUNITY COLLEGE,MERCED COMMUNITY COLLEGE - MAIN CAMPUS,"3600 M Street, Merced, CA 95348",37.3336824,-120.4730031
123700,123701,CA,MERCED COMMUNITY COLLEGE,MERCED COMMUNITY COLLEGE - LOS BANOS CAMPUS,"22240 Highway 152, Los Banos, CA 93635",37.0585632,-120.8946134
123700,123703,CA,MERCED COMMUNITY COLLEGE,MERCED COMMUNITY COLLEGE - DELHI CENTER,"9384 Merced Avenue, Delhi, CA 95315",37.4251864,-120.7944669
123900,123901,CA,MIRACOSTA COLLEGE,MIRACOSTA COLLEGE - SAN ELIJO CAMPUS,"3333 Manchester Avenue, Cardiff, CA 92007",33.0174318,-117.2584082
123900,,CA,MIRACOSTA COLLEGE,MIRACOSTA COLLEGE - COMMUNITY LEARNING CENTER,"1831 Mission Avenue, Oceanside, CA 92058",33.2026808,-117.3650531
123900,123900,CA,MIRACOSTA COLLEGE,MIRACOSTA COLLEGE - OCEANSIDE CAMPUS,"1 Barnard Drive, Oceanside, CA 92056",33.1900417,-117.3021629
124000,124000,CA,MODESTO JUNIOR COLLEGE,MODESTO JUNIOR COLLEGE - EAST CAMPUS,"435 College Avenue, Modesto CA 95350",37.6511684,-121.0091396
124000,,CA,MODESTO JUNIOR COLLEGE,MODESTO JUNIOR COLLEGE - WEST CAMPUS,"2201 Blue Gum Ave, Modesto, CA 95358",37.6627211,-121.0354933
124200,124200,CA,MONTEREY PENINSULA COLLEGE,MONTEREY PENINSULA COLLEGE - MAIN CAMPUS,"980 Fremont Street, Monterey, CA 93940",36.5902623,-121.8836995
124200,,CA,MONTEREY PENINSULA COLLEGE,MONTEREY PENINSULA COLLEGE - PUBLIC SAFETY TRAINING CENTER AT SEASIDE,"2642 Colonel Durham St., Seaside, CA 93955",36.6458982,-121.7997173
124200,,CA,MONTEREY PENINSULA COLLEGE,MONTEREY PENINSULA COLLEGE - EDUCATION CENTER AT MARINA,"289 12th Street, Marina, CA 93933",36.6686248,-121.8035202
124500,124500,CA,MOUNT SAN ANTONIO COLLEGE,MOUNT SAN ANTONIO COLLEGE,"1100 North Grand Avenue, Walnut, CA 91789",34.0482035,-117.845125
124600,124600,CA,MT. SAN JACINTO COLLEGE,MT. SAN JACINTO COLLEGE - MAIN CAMPUS,"1499 North State Street, San Jacinto, CA 92583",33.8066222,-116.96941
124600,124601,CA,MT. SAN JACINTO COLLEGE,MT. SAN JACINTO COLLEGE - MENIFEE VALLEY CAMPUS,"28237 La Piedra Road, Menifee, CA 92584",33.6755248,-117.166921
124600,,CA,MT. SAN JACINTO COLLEGE,MT. SAN JACINTO COLLEGE - TEMECULA VALLE CAMPUS,"41888 Motor Car Parkway, Temecula, CA 92591",33.5166726,-117.1513719
124600,,CA,MT. SAN JACINTO COLLEGE,MT. SAN JACINTO COLLEGE - SAN GORGONIO CAMPUS,"3144 W. Westward Avenue, Banning, CA 92220",33.9166616,-116.9110247
124700,124701,CA,NAPA VALLEY COLLEGE,NAPA VALLEY COLLEGE - UPPER VALLEY CAMPUS,"1088 College Avenue, St. Helena, CA 94574",38.5098759,-122.4562777
124700,124700,CA,NAPA VALLEY COLLEGE,NAPA VALLEY COLLEGE - MAIN CAMPUS,"2277 Napa Vallejo Highway, Napa, CA 94558",38.2740455,-122.2751567
125000,125000,CA,ORANGE COAST COLLEGE,ORANGE COAST COLLEGE,"2701 Fairview Road, Costa Mesa, CA 92628",33.6695251,-117.9125881
125900,125901,CA,PALO VERDE COLLEGE,PALO VERDE COLLEGE - NEEDLES CENTER,"725 W. Broadway St, Needles, CA 92363",34.8383431,-114.6047684
125900,125900,CA,PALO VERDE COLLEGE,PALO VERDE COLLEGE - MAIN CAMPUS,"One College Drive, Blythe, CA 92225",33.6619253,-114.652572
126000,126009,CA,PALOMAR COLLEGE,PALOMAR COLLEGE - FALLBROOK EDUCATION CENTER,"35090 Horse Ranch Creek Road, Fallbrook, CA 92028",33.3544608,-117.1571856
126000,126008,CA,PALOMAR COLLEGE,PALOMAR COLLEGE - RANCHO BERNARDO EDUCATION CENTER,"11111 Rancho Bernardo Road, San Diego, CA 92127",33.0231743,-117.0894293
126000,126000,CA,PALOMAR COLLEGE,PALOMAR COLLEGE - MAIN CAMPUS,"1140 West Mission Road, San Marcos, CA 92069",33.1512634,-117.1821995
126000,126001,CA,PALOMAR COLLEGE,PALOMAR COLLEGE - ESCONDIDO EDUCATION CENTER,"1951 East Valley Parkway, Escondido, CA 92027",33.1356577,-117.0519169
126100,,CA,PASADENA CITY COLLEGE,PASADENA CITY COLLEGE - NORTHWEST,"1905 Lincoln Ave, Pasadena, CA 91103",34.1782093,-118.1604265
126100,126100,CA,PASADENA CITY COLLEGE,PASADENA CITY COLLEGE - MAIN CAMPUS,"1570 East Colorado Boulevard, Pasadena, CA 91106",34.1440352,-118.1191286
126100,,CA,PASADENA CITY COLLEGE,PASADENA CITY COLLEGE - ROSEMEAD,"4105 N. Rosemead Blvd., Rosemead, CA 91770",34.0819347,-118.0735846
126100,126101,CA,PASADENA CITY COLLEGE,PASADENA CITY COLLEGE - COMMUNITY EDUCATION CENTER,"3035 East Foothill Boulevard, Pasadena, CA 91107",34.1503538,-118.0863885
126600,126600,CA,LANEY COLLEGE,LANEY COLLEGE,"900 Fallon Street, Oakland, CA 94607",37.7955748,-122.2622649
126700,126700,CA,MERRITT COLLEGE,MERRITT COLLEGE,"12500 Campus Drive, Oakland, CA 94619",37.7889957,-122.1672432
126800,126800,CA,PORTERVILLE COLLEGE,PORTERVILLE COLLEGE,"100 East College Avenue, Porterville, CA 93257",36.0490593,-119.0147627
126900,,CA,RIO HONDO COMMUNITY COLLEGE,RIO HONDO COMMUNITY COLLEGE - EL MONTE EDUCATIONAL CENTER,"3017 Tyler Ave., El Monte, CA 91731",34.0636971,-118.0360364
126900,,CA,RIO HONDO COMMUNITY COLLEGE,RIO HONDO COMMUNITY COLLEGE - SOUTH WHITTIER EDUCATIONAL CENTER,"14307 E. Telegraph Rd., Whittier, CA 90604",33.9264637,-118.0259734
126900,,CA,RIO HONDO COMMUNITY COLLEGE,RIO HONDO COMMUNITY COLLEGE - PICO RIVERA,"9426 Marjorie St., Pico Rivera, CA 90660",33.9834333,-118.085702
126900,126900,CA,RIO HONDO COMMUNITY COLLEGE,RIO HONDO COMMUNITY COLLEGE - MAIN CAMPUS,"3600 Workman Mill Road, Whittier, CA 90601",34.0199534,-118.031874
126900,,CA,RIO HONDO COMMUNITY COLLEGE,RIO HONDO COMMUNITY COLLEGE - SANTE FE SPRINGS REGIONAL TRAINING CENTER,"11400 Greenstone Ave., Santa Fe Springs, CA 90670",33.9279083,-118.0576369
127000,127000,CA,RIVERSIDE CITY COLLEGE,RIVERSIDE CITY COLLEGE - MAIN CAMPUS,"4800 Magnolia Avenue, Riverside, CA 92506",33.9716048,-117.3829923
127000,,CA,RIVERSIDE CITY COLLEGE,RIVERSIDE CITY COLLEGE - RUBIDOUX ANNEX,"4199 Pacific Ave, Riverside, CA 92509",33.9989356,-117.423606
127000,127005,CA,RIVERSIDE CITY COLLEGE,RIVERSIDE CITY COLLEGE - CULINARY ARTS ACADEMY,"3801 Market Street, Riverside, CA 92501",33.9823648,-117.3762449
127200,127200,CA,SAN BERNARDINO VALLEY COLLEGE,SAN BERNARDINO VALLEY COLLEGE,"701 South Mount Vernon Avenue, San Bernardino, CA 92410",34.088754,-117.3129529
127300,127301,CA,SAN DIEGO CITY COLLEGE,SAN DIEGO CITY COLLEGE - EDUCATIONAL CULTURAL COMPLEX,"4343 Ocean View Boulevard, San Diego, CA 92113",32.699726,-117.1026339
127300,127300,CA,SAN DIEGO CITY COLLEGE,SAN DIEGO CITY COLLEGE - MAIN CAMPUS,"1313 Park Boulevard, San Diego, CA 92101",32.7187014,-117.1525361
127500,127500,CA,SAN DIEGO MESA COLLEGE,SAN DIEGO MESA COLLEGE,"7250 Mesa College Drive, San Diego, CA 92111-4998",32.8047563,-117.1690578
128000,128000,CA,SAN JOAQUIN DELTA COLLEGE,SAN JOAQUIN DELTA COLLEGE - MAIN CAMPUS,"5151 Pacific Avenue, Stockton, CA 95207",37.9950829,-121.3192899
128000,128001,CA,SAN JOAQUIN DELTA COLLEGE,SAN JOAQUIN DELTA COLLEGE - SOUTH CAMPUS AT MOUNTAIN HOUSE,"2073 S. Central Parkway, Mountain House, CA 95391",37.7568556,-121.5471492
128200,128200,CA,SAN JOSE CITY COLLEGE,SAN JOSE CITY COLLEGE,"2100 Moorpark Avenue, San Jose, CA 95128",37.3158432,-121.9262891
128400,128404,CA,SANTA ANA COLLEGE,SANTA ANA COLLEGE - SCHOOL OF CONTINUING EDUCATION,"2900 West Edinger Avenue, Santa Ana, CA 927043902",33.7263479,-117.9100257
128400,128400,CA,SANTA ANA COLLEGE,SANTA ANA COLLEGE,"1530 West 17th Street, Santa Ana, CA 927063398",33.7579713,-117.888884
128400,128403,CA,SANTA ANA COLLEGE,SANTA ANA COLLEGE - CRIMINAL JUSTICE TRAINING CENTER,"15991 Armstrong Avenue, Tustin, CA 927822715",33.7086706,-117.833193
128500,128500,CA,SANTA BARBARA CITY COLLEGE,SANTA BARBARA CITY COLLEGE - MAIN CAMPUS,"721 Cliff Drive, Santa Barbara, CA 93109",34.4044715,-119.6999788
128500,,CA,SANTA BARBARA CITY COLLEGE,SANTA BARBARA CITY COLLEGE - SCHOTT CAMPUS,"310 W Padre Street, Santa Barbara, CA 93105",34.4285888,-119.7199678
128500,,CA,SANTA BARBARA CITY COLLEGE,SANTA BARBARA CITY COLLEGE - WAKE CAMPUS,"300 N Turnpike Road, Santa Barbara, CA 93111",34.4450309,-119.7879524
128600,128600,CA,SANTA MONICA COLLEGE,SANTA MONICA COLLEGE - MAIN CAMPUS,"1900 Pico Boulevard, Santa Monica, CA 90405",34.0190821,-118.4704901
128600,,CA,SANTA MONICA COLLEGE,SANTA MONICA COLLEGE - EMERITUS CAMPUS,"1227 2nd St, Santa Monica, CA 90401",34.0173955,-118.4994429
128600,128602,CA,SANTA MONICA COLLEGE,SANTA MONICA COLLEGE - CENTER FOR MEDIA & DESIGN,"1660 Stewart St, Santa Monica, CA 90404",34.03064,-118.4671438
128600,,CA,SANTA MONICA COLLEGE,SANTA MONICA COLLEGE - AIRPORT CAMPUS,"2800 Airport Ave, Santa Monica, CA 90405",34.0128846,-118.4507638
128600,,CA,SANTA MONICA COLLEGE,SANTA MONICA COLLEGE - BUNDY CAMPUS,"3171 S Bundy Dr, Los Angeles, CA 90066",34.0154777,-118.4444212
128700,128701,CA,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE - PETALUMA CAMPUS,"680 Sonoma Mountain Parkway, Petaluma, CA 94954",38.2675796,-122.6351578
128700,128700,CA,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE - SANTA ROSA CAMPUS,"1501 Mendocino Avenue, Santa Rosa, CA 95401",38.454581,-122.7198213
128700,,CA,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE - SOUTHWEST SANTA ROSA CENTER,"950 S. Wright Road, Santa Rosa, CA 95407-6608",38.4238382,-122.7677024
128700,128702,CA,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE - SHONE FARM,"6225 Eastside Road, Forestville, CA 95436",38.4978807,-122.8677048
128700,128702,CA,SANTA ROSA JUNIOR COLLEGE,SANTA ROSA JUNIOR COLLEGE - PUBLIC SAFETY TRAINING CENTER,"5743 Skylane Blvd., Windsor, CA 95492",38.5234834,-122.8020341
128900,,CA,SHASTA COLLEGE,SHASTA COLLEGE - INTERMOUNTAIN CAMPUS,"37581 Mountain View Rd, Burney, CA 96013",40.8849668,-121.6496198
128900,128900,CA,SHASTA COLLEGE,SHASTA COLLEGE - MAIN CAMPUS,"11555 Old Oregon Trail, Redding CA 96049-6006",40.6255781,-122.3180956
128900,,CA,SHASTA COLLEGE,SHASTA COLLEGE - TRINITY CAMPUS,"30 Arbuckle Ct, Weaverville, CA 96093",40.7108235,-122.9246399
128900,,CA,SHASTA COLLEGE,SHASTA COLLEGE - HEALTH SCIENCES AND UNIVERSITY CENTER,"1400 Market Street, Suite 8204, Redding, CA 96001",40.5848729,-122.3914219
128900,,CA,SHASTA COLLEGE,SHASTA COLLEGE - TEHAMA CAMPUS,"770 Diamond Ave., Red Bluff, CA 96080",40.1576213,-122.2182777
129000,,CA,SIERRA COLLEGE,SIERRA COLLEGE - ROSEVILLE CENTER,"316 Vernon Street, Roseville, CA 95678",38.7488477,-121.2847203
129000,,CA,SIERRA COLLEGE,SIERRA COLLEGE - TAHOE-TRUCKEE CAMPUS,"11001 College Trail, Truckee, CA 96161",39.3214793,-120.2030355
129000,129000,CA,SIERRA COLLEGE,SIERRA COLLEGE - ROCKLIN CAMPUS,"5100 Sierra College Boulevard, Rocklin, CA 95677",38.7915299,-121.2115689
129000,,CA,SIERRA COLLEGE,SIERRA COLLEGE - NEVADA COUNTY CAMPUS,"250 Sierra College Dr., Grass Valley, CA 95945",39.2360189,-121.0473506
129200,129201,CA,SOLANO COMMUNITY COLLEGE,SOLANO COMMUNITY COLLEGE - VALLEJO CENTER,"545 Columbus Parkway, Vallejo, CA 94591",38.1348576,-122.2029536
129200,129202,CA,SOLANO COMMUNITY COLLEGE,SOLANO COMMUNITY COLLEGE - VACAVILLE CENTER,"2001 North Village Parkway, Vacaville, CA 95688",38.3941136,-121.9415337
129200,129200,CA,SOLANO COMMUNITY COLLEGE,SOLANO COMMUNITY COLLEGE - MAIN CAMPUS,"4000 Suisun Valley Road, Fairfield, CA 94534",38.2357369,-122.1226659
129400,129403,CA,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COLLEGE - HIGHER EDUCATION CENTER AT OTAY MESA,"8100 Gigantic Street, San Diego, CA 92154",32.5628029,-116.9680992
129400,129400,CA,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COMMUNITY COLLEGE - CHULLA VISTA CAMPUS,"900 Otay Lakes Road, Chula Vista, CA 91910",32.6407202,-116.998059
129400,129402,CA,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COLLEGE - HIGHER EDUCATION CENTER AT NATIONAL CITY,"880 National City Boulevard, National City, CA 91950",32.6748741,-117.1071717
129400,129401,CA,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,SOUTHWESTERN COLLEGE - HIGHER EDUCATION CENTER AT SAN YSIDRO,"480 West San Ysidro Boulevard, San Ysidro, CA 92173",32.5559334,-117.0546008
130700,130701,CA,FRESNO CITY COLLEGE,FRESNO CITY COLLEGE - CAREER AND TECHNOLOGY CENTER,"2930 East Annadale Avenue, Fresno, CA 93725",36.6993018,-119.7756108
130700,130700,CA,FRESNO CITY COLLEGE,FRESNO CITY COLLEGE - MAIN CAMPUS,"1101 East University Avenue, Fresno, CA 93741",36.7670832,-119.7968395
130800,130800,CA,REEDLEY COLLEGE,REEDLEY COLLEGE,"995 North Reed Avenue, Reedley, CA 93654",36.6068149,-119.4598032
130900,130900,CA,TAFT COLLEGE,TAFT COLLEGE,"29 Cougar Court, Taft, CA 93268",35.1498984,-119.4621831
133400,133400,CA,VENTURA COLLEGE,VENTURA COLLEGE - MAIN CAMPUS,"4667 Telegraph Road, Ventura, CA 93003",34.2769061,-119.2328048
133400,133401,CA,VENTURA COLLEGE,VENTURA COLLEGE - EAST CAMPUS,"957 Faulkner Road, 106, Santa Paula, CA 93060",34.335058,-119.0871171
133500,133500,CA,VICTOR VALLEY COMMUNITY COLLEGE,VICTOR VALLEY COMMUNITY COLLEGE,"18422 Bear Valley Road, Victorville, CA 92395",34.473543,-117.2610014
133800,,CA,WEST VALLEY COLLEGE,WEST VALLEY COLLEGE - CAMPBELL CENTER,"1 W Campbell Ave, Campbell, CA 95008",37.2876809,-121.9516216
133800,133800,CA,WEST VALLEY COLLEGE,WEST VALLEY COLLEGE - MAIN CAMPUS,"14000 Fruitvale Avenue, Saratoga, CA 95070",37.2640661,-122.0108938
134400,134400,CA,YUBA COLLEGE,YUBA COLLEGE - MAIN CAMPUS,"2088 North Beale Road, Marysville, CA 95901",39.1255948,-121.5395426
134400,134405,CA,YUBA COLLEGE,YUBA COLLEGE - SUTTER COUNTY CAMPUS,"3301 East Onstott Road, Yuba City, CA 95953",39.1765223,-121.6330477
134600,134600,CO,ARAPAHOE COMMUNITY COLLEGE,ARAPAHOE COMMUNITY COLLEGE - LITTLETON CAMPUS,"5900 South Santa Fe Drive, Littleton, CO 80160",39.6083162,-105.0190322
134600,134630,CO,ARAPAHOE COMMUNITY COLLEGE,ARAPAHOE COMMUNITY COLLEGE - CASTLE ROCK CAMPUS,"4500 Limelight Ave, Castle Rock, CO 80160",39.4089775,-104.8862838
134600,134602,CO,ARAPAHOE COMMUNITY COLLEGE,ARAPAHOE COMMUNITY COLLEGE - PARKER CAMPUS,"15653 Brookstone Drive, Parker, CO 80134",39.5414543,-104.8094849
135500,135500,CO,LAMAR COMMUNITY COLLEGE,LAMAR COMMUNITY COLLEGE,"2401 South Main, Lamar, CO 81052",38.0674918,-102.6165979
135900,135900,CO,COLORADO NORTHWESTERN COMMUNITY COLLEGE,COLORADO NORTHWESTERN COMMUNITY COLLEGE - RANGELY CAMPUS,"500 Kennedy Drive, Rangely, CO 81648",40.0801088,-108.7887766
135900,135901,CO,COLORADO NORTHWESTERN COMMUNITY COLLEGE,COLORADO NORTHWESTERN COMMUNITY COLLEGE - CRAIG CAMPUS,"2801 West 9th Street, Craig, CO 81625",40.5238127,-107.5787625
136100,136100,CO,NORTHEASTERN JUNIOR COLLEGE,NORTHEASTERN JUNIOR COLLEGE,"100 College Avenue, Sterling, CO 80751",40.6369644,-103.1973803
136200,136200,CO,OTERO JUNIOR COLLEGE,OTERO JUNIOR COLLEGE,"1802 Colorado Avenue, La Junta, CO 81050",37.968363,-103.5459056
136800,136801,CO,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD STATE JUNIOR COLLEGE - VALLEY CAMPUS,"1011 Main Street, Alamosa, CO 81101",37.468592,-105.8718291
136800,136800,CO,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD STATE JUNIOR COLLEGE - MAIN CAMPUS,"600 Prospect Street, Trinidad, CO 81082",37.1721091,-104.5133697
139200,139200,CT,MANCHESTER COMMUNITY COLLEGE,MANCHESTER COMMUNITY COLLEGE,"Great Path, Manchester, CT 06045",41.7622906,-72.5670043
139800,139800,CT,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,"Park Place East, Winsted, CT 06098",41.9219147,-73.0596605
139900,139900,CT,NORWALK COMMUNITY COLLEGE,NORWALK COMMUNITY COLLEGE,"188 Richards Avenue, Norwalk, CT 06854",41.1029576,-73.4507446
147000,147001,FL,EASTERN FLORIDA STATE COLLEGE,EASTERN FLORIDA STATE COLLEGE - MELBOURNE,"3865 North Wickham Road, Melbourne, FL 32935",28.1691549,-80.6701448
147000,147002,FL,EASTERN FLORIDA STATE COLLEGE,EASTERN FLORIDA STATE COLLEGE - TITUSVILLE,"1311 North U.S. 1, Titusville, FL 32796",28.6334652,-80.8274929
147000,147005,FL,EASTERN FLORIDA STATE COLLEGE,EASTERN FLORIDA STATE COLLEGE - PALM BAY,"250 Community College Pkwy, Palm Bay, FL 32909",27.9871408,-80.6292477
147000,147000,FL,EASTERN FLORIDA STATE COLLEGE,EASTERN FLORIDA STATE COLLEGE - COCOA,"1519 Clearlake Road, Cocoa, FL 32922",28.3839665,-80.7590273
147100,147102,FL,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA - LEVY CAMPUS,"15390 N.W. Highway 19, Chiefland, FL 32626",29.5528973,-82.9031713
147100,147103,FL,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA - HAMPTON CENTER,"1501 W. Silver Springs Blvd, Ocala, FL 34475-6456",29.1870055,-82.1520701
147100,147101,FL,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA - CITRUS CAMPUS,"3800 S. Lecanto Highway, Lecanto, FL 34461-9026",28.8091809,-82.4900813
147100,147100,FL,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA - OCALA CAMPUS,"3001 S.W. College Road, Ocala, FL 34474-4415",29.1652121,-82.173907
147100,147105,FL,COLLEGE OF CENTRAL FLORIDA,COLLEGE OF CENTRAL FLORIDA - VINTAGE FARM CAMPUS,"4020 S.E. Third Ave, Ocala, FL 34470-5001",29.1472832,-82.13579
147200,147200,FL,CHIPOLA COLLEGE,CHIPOLA COLLEGE,"3094 Indian Circle, Marianna, FL 32446",30.7874026,-85.2325808
147500,147503,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - DELAND CAMPUS,"1155 County Road 4139, DeLand, FL 32724",29.013299,-81.2431494
147500,147504,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - ADVANCED TECHNOLOGY CENTER,"1770 Technology Blvd., Daytona Beach, FL 32117",29.2323052,-81.0988489
147500,147502,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - NEW SMYRNA BEACH/EDGEWATER CAMPUS,"940 10th St., New Smyrna Beach, FL 32168",28.996912,-80.927457
147500,147500,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - DAYTONA BEACH CAMPUS,"1200 W. International Speedway Blvd, Daytona Beach, FL 32114",29.2029688,-81.0495034
147500,147506,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - DELTONA CAMPUS,"2351 Providence Blvd., Deltona, FL 32725",28.9285127,-81.2211963
147500,147501,FL,DAYTONA STATE COLLEGE,DAYTONA STATE COLLEGE - FLAGLER/PALM COAST CAMPUS,"3000 Palm Coast Parkway Southeast, Palm Coast, FL 32137",29.5565767,-81.1921029
147700,,FL,FLORIDA SOUTHWESTERN STATE COLLEGE,FLORIDA SOUTHWESTERN STATE COLLEGE - LEE CAMPUS,"8099 College Pkwy, Fort Myers, FL 33919",26.5517364,-81.8887652
